,tweet_id,user_id,bullying_traces,type,form,teasing,author_role,emotion,tweet_text
1103,105382042170163200,59708643,n,,,,,,"Something wrong wif my tummy ! No ! No ! There 's no butterflies in it , I think its some monkey bullied anymonke ... ( cont ) HTTPURL"
1113,107087915791814656,15681412,n,,,,,,Knocked Up News : Pax Jolie-Pitt Has “ Become A Bully ” HTTPURL
1116,101869213626540032,33892759,n,,,,,,This show Bully Beatdown is kind of funny . #Hulu +
1119,105709936452968449,69110461,y,report,other,n,reporter,none,but she a bully anyway so i have no worries they ain't fucking with johrielle that I promise
1122,106805605724979200,215504312,n,,,,,,But if i was to bring a cd player on the bus i 'd get bullied lol
1123,102122468185088000,48960532,n,,,,,,@USER lol your welcome . When is your next non bully fight ?
1124,103476590889013248,348959823,y,report,other,n,reporter,none,@USER Aw ... I never new he got bullied . Yeah I have no douts about his career either he is go talented he can act and sing ...
1126,104392495093383168,169665416,y,denial,other,n,bully,none,@USER I did not bully you .
1129,101369009265590272,253845848,n,,,,,,if i was a bully an went to bully beat down when i come back i will still bully yhur ass
1131,106144854794444800,360623900,y,denial,other,y,bully,none,@USER I 'm neither teasing or bulling you oppa ^ ^ princess fiona would n't do that ! :D ( aka me ^ ^ ) Lets go then ^ ^ ~
1132,107503264198705153,256625460,y,self-disclosure,cyberbullying,n,victim,none,Smh ain't even gone reply to this madnesss acyber bullying !
1134,102060265037774848,285105234,n,,,,,,Rebecca Black Quits Middle School After Bullying : YouTube sensation Rebecca Black might have gone from anonym ... HTTPURL
1137,105957494299430912,15258844,n,,,,,,"On this WV Morning "" Total dissolved solids "" in WV water ; former Olympian Vicky Bullett ; gay bashing , bullying in novel 7:30 on WV Pub Radio"
1141,106495437804027904,59395858,n,,,,,,"Julia Gillard , I Blame You For The Bullying Towards LGBTI People . Sincerely , I 'm Going To Quit School Again ."
1147,106435831069282304,128559088,n,,,,,,Causally Locked In My Toliet ... Cos ' I 'm Gettin ' Bullied By Yats . ! D ♡ HTTPURL
1148,106505081612013568,20130564,n,,,,,,#Coppers is just legalised bullying and brutality ...
1152,103271100527554560,342029333,n,,,,,,I liked a @USER video HTTPURL BULLY BEATDOWN : Sec 9Gaming Edition ( CYBORG vs D1ZZ )
1153,103483404410040321,16261582,n,,,,,,@USER How the Political Right Bullied the US Government Into Ignoring the Threat of Right-Wing Extremism : HTTPURL
1158,103663027626311681,308844450,y,self-disclosure,other,y,bully,none,My 13 yr old cousins FB status were depressing . Iasked if she was ok.then if she was being bullied . she wrote back ONLY BY YOU AT THE MOMENT
1160,107975566145224704,301794209,n,,,,,,Bully Offers Toronto Real Estate HTTPURL
1162,104243874377121792,55355969,n,,,,,,"just watched "" Cyberbully "" i have HUGE respect for @USER now ! she did a SPECTACULAR job ! it really changed my perspective of bullying !"
1165,108467414072688640,74953420,y,denial,other,y,bully,none,"@USER @USER @USER haha ! kidding ! :P , we never bully one"
1167,108202152350056448,218882366,y,report,other,n,reporter,sadness,RAWR . Still sad over the fact that seungie likes NOONA . WAEYO / / / NOONA ONLY KNOWS HOW TO BULLY SEUNGIE > <
1168,101482385555726337,27079768,n,,,,,,"“ @USER : . @USER Forced to Drop out of School Amid Bullying HTTPURL ” Say what you want , this is terrible ."
1175,108544283153408000,38051225,y,self-disclosure,other,n,victim,none,Did anyone else just see that ... Jesus is bullying me ... @USER
1178,101540099539480576,46997461,y,report,physical,n,reporter,none,My sister is a bully ... she had our dog in a full Nelson
1187,102388203541106688,134447522,y,report,other,n,reporter,none,@USER haha same ! but im kinda proud of royce for standing up for herself cuhs i felt like they always tried to bully her . !
1197,107508357044248576,53235469,y,self-disclosure,other,n,bully,sadness,@USER awww I feel like a bully now * pouts * @USER
1198,108657874699427840,333071470,n,,,,,,@USER Me haci bullying : c
1204,105814319807209472,129229927,n,,,,,,@USER who we Internet bullying tonightttt #ALiENGANG
1205,106431988696743936,240038184,n,,,,,,@USER So is bully beatdown - . - lol
1206,108275545183227904,55065885,y,self-disclosure,other,n,victim,none,"@USER Matt , I nearly got taken away from my parents at 13 , the bullying started at a very young age cause I was chubby and stuff"
1207,101588831177932800,37226580,n,,,,,,"@USER I 'm going to smack the bullies of course , bullying my kid ( if i had one ) is very personal"
1208,101761622044971009,157352433,y,report,other,n,reporter,none,"#AskGreyson Purple Sky is amazing , did you write it to show your bullies how far you 've came as well as for people suffering bullying ?"
1210,106981548850556928,71188033,n,,,,,,Education Nation : Bullying | Turn to 10 HTTPURL
1211,107138678769463298,237384227,n,,,,,,Great testimony to the Gracie Family . Bullying Victims Fight Back With Help From Brazilian Jiu-Jitsu Royalty HTTPURL
1217,104352150708162562,240056325,y,report,other,n,reporter,none,@USER is a bully :(
1218,105295118193524736,295978424,y,report,other,n,reporter,none,"Aguero is getting bullied now , the honeymoon for him is over in premier league"
1221,102890397533093889,62282303,n,,,,,,Fuck me Flights are expensive these days #Bulling
1230,105354029344899072,59288607,y,denial,other,n,bully,none,@USER Lmfao u know that 's a lie fool xD i 'm not a big bully let 's not exaggerate haha
1233,105953932853002240,127087178,n,,,,,,Little man starting a new daycare today so I played beans for him so he can be on his broad street bully shit #NCT
1234,105548785073135617,126879498,n,,,,,,All gang up bully @USER > <
1235,107673647250030592,105213538,n,,,,,,I liked a @USER video HTTPURL Bullying e Rodeios - #Vlog
1236,104330166691561472,98937085,n,,,,,,Fourth Circuit Court Upholds School Discipline Of Student For Internet Bullying HTTPURL #bullying #sm #schools
1242,107299878417346560,59664749,y,self-disclosure,cyberbullying,n,victim,none,Wishing this girl would stop bullying / harassing me via twitter
1245,109065136534323200,217562415,n,,,,,,Whether life 's disabilities left you outcast bullied or teased rejoice and love yourself today cause babyyy u where born this way ! ! !
1254,104340956286955520,47732703,n,,,,,,#ahoraveo . Bully beatdown ! !
1255,104595522500829184,17680816,n,,,,,,"CHOCOLATE PLANTS R NOT SWEET / THEY BULLY & BROWBEAT / FOREIGN STUDENTS R AT THE MERCY / OF THAT BITTER TYRANT , HERSHEY / HISSES / 4 HERSHEY KISSES"
1257,100639742059741184,332319927,n,,,,,,@USER the bible ? The one with the angry bullying vengeful spiteful child hating woman hating and homophobic god ? That bible ?
1266,108803782627958784,216315510,n,,,,,,Cute ! ! Bully cat :-P keke HTTPURL
1270,104559018051248132,142229662,y,report,other,n,reporter,none,Is not we lame or childish such small things also want complain to oppa . But sorry I just can't stand it that you bullied my friend
1273,100639698569003008,232578497,n,,,,,,Please rt ( HTTPURL ) - BEDROOM BULLY <-- RSVP HERE
1275,101776924577251328,220143185,n,,,,,,@USER Make sure he 's the bully in the neopet playground . B )
1277,102095056546177024,268616946,n,,,,,,Bully beatdown got a girl bully this time .
1278,102137316902051840,174749643,n,,,,,,Cyber bullying : Out you go ! | Malay Mail Online HTTPURL
1286,100079691712565248,284881136,y,self-disclosure,other,n,victim,none,The more I think about it @USER bullied me ! !
1288,101885825163329537,191568954,n,,,,,,#ReplaceMovieTitlesWithHoes cyber hoe ( cyber bully )
1291,109068665760124929,89618744,n,,,,,,@USER Bullying no twitter : o
1292,101429916469428225,338100050,n,,,,,,""" except I 'm not bullied because I like boys "" #glee @USER"
1293,103292338889175040,29564417,n,,,,,,"Am I crazy or does anyone else think that you probably should n't have heels like the Bellas at the "" anti-bullying "" rallies ?"
1295,106107626558992384,64058072,n,,,,,,i dnt believe the rumors about will nd jada spiliting up . thats a bunch of bull .
1296,107070223198330881,53502707,n,,,,,,@USER The bully scenario was during the discussion of world dictators . Your protection at our borders is one option . Realistic ?
1297,101658100821528576,60841890,y,self-disclosure,other,y,bully,none,@USER who 's the kid ? ! I 'm the kid bully hahahaha
1306,107072026010853376,75342947,n,,,,,,I hate waking up to bullshit text .. what happen to tryna sweet talk a chick into liking you ... Niggss tryna Bully a bitch now days
1310,104073039020437504,259143821,y,report,other,n,reporter,none,kyou-chan is a bully ... D:
1312,108221773228683265,31414314,y,report,other,n,reporter,none,Sheesh . River is such the little bully . Poor Fray . #felinedrama
1315,102748968068460544,23857930,y,self-disclosure,other,y,victim,none,@USER :( y u bully me so ? You should come look after me ;)
1317,103144465195216897,21182723,n,,,,,,@USER not forgetting hUixiang too ! ! ! Yay ! ! ! Never bully @USER ah . Ca n't wait to sayang her instead la
1321,100575269944963072,274616413,n,,,,,,Sofro bullying
1326,108718078048739328,33574148,n,,,,,,"I 'm not one for violence or reality tv . BUT , Bully Breakdown on MTV 2 is very entertaining . Just sayin '"
1328,101743217216716801,347185289,n,,,,,,♫ Rebecca Black Leaves School Due to Bullying HTTPURL
1329,104140511320866816,21897231,y,self-disclosure,cyberbullying,n,victim,none,@USER @USER @USER consider it revenge for the heartless twitter bullying :P
1336,108273188101820416,139149365,y,self-disclosure,other,n,victim,none,They bully me
1337,109016647293091840,204970817,n,,,,,,Thats bullying unghh !
1338,102090405314707457,175483844,y,report,verbal,n,reporter,none,Rebecca black getting homeschooled because of bullying ? Wow . yes her friday song is annoying but death threats to 14 yr olds really ? #lame
1340,103076078624583681,88631126,y,self-disclosure,other,n,victim,none,@USER @USER But 00 bully me ! So equals to you also bully me ! Togetherness yknow ! !
1343,107520331010420736,21783950,n,,,,,,Working with Young People Who Are Bullied : Tips for Mental Health Professionals HTTPURL
1344,108603494885371904,170534516,y,report,other,n,reporter,none,"Michael Jordan was an adult bully , herbing grown man on the basketball court all day long ! - The Best Ever -"
1352,104209930105520128,242029602,n,,,,,,@USER r u ready for High School ? ? d way i 'll make dem bully u erh . Muahahaha ! !
1353,104400804986884096,22204505,n,,,,,,"Not much time left to school starts . TAKE the time now and talk to your kids about bullying , what to do or not do . HTTPURL"
1354,105622790681534464,325849669,n,,,,,,Popeater → Seth Matlins : The Self Esteem Act : It 's Time to Confront the Bully That Is Our Beauty Culture HTTPURL
1357,108066593749213184,27925847,y,self-disclosure,other,y,victim,none,I got asked if my school days were like Inbetweeners . I said no bullied for five years and could n't wait to walk out the fucking door .
1358,102293156560769024,40330773,n,,,,,,"Dear Mother Nature , I wish you would stop fucking shit up cuz U aint making this recession no betta & if we go you aint gon have no1 2 bully"
1362,101022523558346755,49852058,n,,,,,,"@USER I 'm pretty bothered by it too . I 'm also bothered by the fact that Draco Malfoy is bullying apes in the movie too , wtf ?"
1363,101889109257224192,139451036,y,accusation,other,n,accuser,none,@USER lmao .. you are a low-key bully
1364,102794211069403136,153278713,n,,,,,,@USER i kno a play where u i was always the bully n champion ! ! ooowwwww
1367,106419884954624000,63774482,y,self-disclosure,other,n,bully,none,I used to bully @USER so much in class lmfao she kept me laughing for dayssss !
1368,107573743836078080,39364995,y,report,other,n,reporter,sadness,I have a sad story.Today I was having a conversation with this 15 year old boy who told me he gets bullied in school and kids tell him he ...
1370,109108198040027136,335362652,n,,,,,,@USER lol yeah but i dont ever see u using it . U have to bully the shit out of kids until they dont show up the next day of school .
1374,108302475764826112,101240778,n,,,,,,HBR.org : Identify and Stop Workplace Bullying HTTPURL
1375,100655744461971457,181196436,y,accusation,cyberbullying,n,accuser,none,"@USER okay . This is cyber bullying . I will report u to twitter ! Haha he 's a grafter , I 'm more the brains 8-) okay , do n't publicise it ! x"
1379,102786363895717888,329047293,n,,,,,,Bullying NEEDS stop ! #StopBullying
1381,104570081605984258,28822170,n,,,,,,bully paws needs help covering vet costs for poor bootsie . she lost her pups due to complications during birth . HTTPURL
1383,108939072503947264,52841744,y,self-disclosure,other,n,victim,none,"@USER your just bullying me , you love me so .."
1384,100209957961596928,321297716,n,,,,,,New article : Twilight producers deny bullying twilight fan read more HTTPURL
1385,102440352547471360,25558300,n,,,,,,"Drunk girl , crying girl , fighting girl . #tequilaredbull"
1386,106522291722125312,102005554,n,,,,,,@USER let us know if Dan signs the contract . Dan nation is going crazy waiting for the answer . And do n't be a bully . Ha Ha
1397,106114234345209857,229317802,n,,,,,,"My man @USER just said "" stop bullying children "" . Dead ."
1398,109086756032348160,307259829,n,,,,,,DOJ alert : Bullying epidemic spreads to #cat world : HTTPURL
1401,108886022917595136,94912172,n,,,,,,"#schools Students CAN get it in their Hearts & Minds that Bullying is wrong .. Reach , Help , Teach , Empower #moms #twitterdads #parenting"
1402,102430149366132736,337975060,y,self-disclosure,other,n,victim,anger,"@USER Fuck you you 've bullied me loads today :( , but yes :( atm I have 1 and just banged my head on my bed :( :("
1404,103688396404301824,298156587,y,self-disclosure,other,n,victim,none,"@USER yooo , im being bullied ! lol"
1408,104036779748884480,246566891,y,accusation,other,n,accuser,none,@USER you know what ! ? im reporting you ! ! #bully XD
1409,104615464071733248,253707764,n,,,,,,Do n't confuse the purpose of testing vs . student learning . Julia Steiny : Punitive Testing is Educational Bullying HTTPURL
1410,107869564649472001,151619926,n,,,,,,@USER repin the (8 05 ) JUST WIN BABY ! ! BUILDING A BULLY IN OAKLAND ! ! !
1413,102090348439932928,231970537,n,,,,,,Bully Beatdown
1416,102562426406449153,172104371,n,,,,,,""" Starve a bully , feed your soul .. STAND #GRAND ! "" This is n't just a quote , but a way of life .. (: Thanks @USER <3"
1418,103823430163501056,26937201,n,,,,,,Gay Teens Sue Minnesota School District over Bullying Policy HTTPURL via @USER
1419,104584019953463297,202224232,n,,,,,,@USER : You might be interested in this pledge for online videos : HTTPURL & my blog on cyber-bullying HTTPURL
1421,101563193784147969,183270975,n,,,,,,@USER bully at least no torture yet = 3 unlike ... Tsk tsk . @USER
1423,104926594497392641,217672277,y,self-disclosure,other,n,victim,none,I remember being bullied and I wont let it get me down first because ima be big one day and they will watch while I do
1428,101486672230879232,44755374,n,,,,,,"@USER @USER haha , big parka on with the bully handle on top of the fur lined hood ..."
1429,102048062326841344,184671952,y,self-disclosure,other,n,victim,none,"i just WISH a Lion would burst into this office and then i tamed the Lion and then rode it , and everyone would cheer and stop bullying me ."
1432,104755524502953984,320422721,n,,,,,,@USER no worries . no body cares about what who dude said . bully .
1437,100676256839905280,45187897,y,report,other,n,reporter,none,"cousin , a straight A student , bullied into suicide and my eyes start tearing up knowing I 'll never see him again ."
1440,100247714155077632,29633395,n,,,,,,"HTTPURL ITS GOIN DWN "" BEDROOM BULLY "" STYLE #AUG20THCLUBGRAVITY ER ' 1 FREE B4 12AM $ 10 ADV TIXX MUSIC BY POWER 105 ' s OWN @USER"
1446,100974825476067328,23613124,n,,,,,,Preparing your child for school bullies HTTPURL #bullying #cyerbullying #parenting
1447,106415295207440384,86890296,n,,,,,,"God forbid , but if CCTV was in your firm , would ' Big Brother ' see staff acknowledged / appreciated or intimidated / bullied ? #bullying"
1448,106916076578799616,95309328,n,,,,,,@USER #dontbescared of bully 's if they bully you then ur obviously doing something right :)
1451,103866625115176960,142749107,y,self-disclosure,cyberbullying,n,bully,none,@USER cyber bully you ? want me to do it in person then ? mm . try tomz and see if im nicer ! ;)
1455,103550946210099200,15896024,y,report,other,n,reporter,none,"Expected & unsurprising that Gov . Perry can bully a student questioner and have it ignored , yet press still jonesin ' for "" angry Black Prez . """
1458,103870360193208320,28415724,n,,,,,,I can't stand a bully . Miserable bastards .
1460,106164308702019584,35403188,n,,,,,,I 'm bout to spark my j fuck crying I 'm over the bull shit
1461,106364589201035265,73469286,y,denial,other,y,bully,none,@USER LOOL ! Bullying ? You ? Nahhh never thaaaat * hugs *
1465,106672039221395457,141326046,n,,,,,,@USER try telling parent and gparents that . Some of it is shameless and amounts to bullying . How great were their grades tho ? X
1467,101343590025924609,59349463,n,,,,,,"Every 7 seconds a child is bullied , humiliated or neglected . The time it took yu to read this is one child right there . Make it better . #bap"
1469,104271144038834176,282572642,n,,,,,,Check out resources from YWVCA 's Family Violence Prevention Project . Info on bullying & teen dating violence prevention HTTPURL
1471,106026864312729603,191378304,n,,,,,,Suicide is the 3rd leading cause of death of kids our age . Stop bullying & judging . Love everyone & you will learn to love yourself .
1474,102828729952256000,247547872,y,accusation,other,n,accuser,none,"@USER omg lol , ur the ultimate bully ! WHATASTACKALACKALACK"
1475,103777635817095169,291029247,n,,,,,,"@USER TROL IS BULLYING ME ? ? ! well , not really bullying she is just calling me a bitch : o ;D but its nothing bad , i can handle her"
1476,103875843826270209,29861163,y,self-disclosure,other,n,defender,none,"@USER i think you 're beautiful , and who ever is bullying you , is just jealous of how your life is turning out great :)"
1477,104282328095928320,349421164,y,self-disclosure,other,n,victim,none,@USER cuz they get bullied more than me and i dont think its right 1 so we r rebelling against those ' popular kids '
1480,108678029466796032,313413996,y,self-disclosure,other,n,victim,none,@USER your a bully to me : c ; b
1483,101567910874587137,124296515,n,,,,,,Cynthia I Was Tryna Give You Some Play But You Was Bulling .
1485,103711344120967168,97318237,n,,,,,,"#OnlyRealJamaicans eat "" bully beef "" outside fi avoid di gingi fly dem frm entering dem house"
1486,103851263485153280,179223007,n,,,,,,"Gearing up for school ? ! Add our new book , "" Transforming School Climate and Learning ; Beyond Bullying and ... HTTPURL"
1492,102670977204363264,29719024,y,self-disclosure,other,n,victim,none,@USER fine ! But can I please ask u and @USER to stop bullying me ? ! Ha ! @USER
1494,108226449869246465,206660507,n,,,,,,My VIV moment - an article on my anti-bully efforts . Please read and share ! HTTPURL / via @USER
1501,108331154175827968,35036883,n,,,,,,@USER I just get why 1 sort of bullying should be prioritized . Should the Mets only support 1 type of disease based charity too ?
1503,102196648024879104,23926035,n,,,,,,""" @USER : stop fucking bullying . #NOH8 every girls should see this ---> HTTPURL """
1505,105640478434799618,232988430,y,accusation,other,y,accuser,none,Happy Birthday Bully @USER :) .
1511,102108993798946816,16932848,n,,,,,,"There 's never a wrong time to talk about bullying . The more we talk , the more we can work to put a stop to it . HTTPURL"
1515,107733463779643393,134365515,y,report,other,n,reporter,none,"Only primary 2 only come here and bully people . Act like a demure , obedient girl . Grow up sure jialat"
1516,107891753960484864,49714010,y,self-disclosure,other,y,victim,none,@USER yeah ! :) esther and soph were bullying me but its all good ;) wish you could have too ! We 're seeing them thursday though :D :heart_suit:
1521,104110480070684673,232462838,y,report,other,n,reporter,none,if I was those babies id fuck angelica up . shes a bully !
1522,106458754421227520,284134143,n,,,,,,Bullying HTTPURL via @USER
1527,102424245925183488,69007353,y,accusation,other,n,accuser,none,@USER @USER @USER why exactly do u have his slipper o . o U bully ppl till take their slipper o . o
1530,106597935994765312,307749960,n,,,,,,21 - Day Put / Call / Bull-Bear Spread ... Short-Term Rally ... HTTPURL
1536,105378285676019712,298965255,y,self-disclosure,cyberbullying,n,bully,none,SO NOW IM A CYBER BULLY ? ! THANKS ASH ! THANKS SO MUCH ! YOU JUST MADE ME FEEL A WHOLE LOT BETTER !
1538,108159040068141056,329744044,y,self-disclosure,other,y,victim,none,@USER @USER @USER @USER man im fina get bullied the whole way there ! ! ! Lol
1540,101763795063537664,36995471,n,,,,,,Best Bully Sticks Spotlight on a Breed : We Honor Maddie the American Eskimo : We always love getting emails from ... HTTPURL
1541,102498426712895488,16562933,n,,,,,,Dharun Ravi wants the #TylerClementi case to be dismissed . HTTPURL #LGBT #Bullying #HateCrime
1546,103426573360836608,33798558,n,,,,,,- The Great Earnings Yield Spread Divergence : The Bullish Case HTTPURL
1555,104228456711208961,81930646,n,,,,,,Bulling has to stop > - - - < it start wit u and u and i mean u --->
1566,102907536474259458,300255709,y,self-disclosure,other,y,bully,none,@USER this kids a boss . I 'll bully u if I feel like it . as a boss I can do #whateverilike but I wo n't bully @USER shes cool :P
1567,104275363860975616,172846651,y,self-disclosure,other,n,defender,none,@USER dont bully my bf ...
1569,107392365089660929,279836576,n,,,,,,@USER haha im against bullying ... people have enough problems without it .. but sometimes u need to put your two cents in no need
1571,101662239802654721,85051703,n,,,,,,"Rebecca Black Left School Because of Bullying : by Billboard Staff | August 11 , 2011 9:33 EDT You ... HTTPURL"
1572,102065107072319489,348279936,n,,,,,,"How to Prevent Bullying , Cyber Threats : School is back in session soon , and some kids are not looking forward to ... HTTPURL"
1573,105371945578663936,24914897,y,report,other,n,reporter,none,"is a glockenspiel player , a bottle with a message , a bunch of fish , an average father , a wave , a bully , a thirsty appl ... HTTPURL"
1576,101736990483038209,15506828,y,report,other,n,reporter,none,Rebecca Black drops out of high school b / c of bullying . #lordylordy HTTPURL
1582,108932215504769024,186835477,y,self-disclosure,other,n,bully,none,I still remembered how much i bullied him . Nyehehe
1583,104290670839209984,195278976,n,,,,,,News : 2011 Hibiscus Festival to highlight bullying : Physical and sexual abuse along with bullying in s ... HTTPURL #vodafone
1588,107572658647990272,21425045,n,,,,,,"@USER For what causes ? "" Tell them to compromise "" ? We clearly have different definitions of the bully pulpit . :-)"
1596,101404127342501890,146833137,n,,,,,,Bully-Ridden Schools Have Lower Test Scores : Bullying in hallways and locker rooms is linked to lower test score ... HTTPURL
1600,107258336080166913,17516231,n,,,,,,Every time I go into my inventory it seems I have under 20 bullets total spread across 4 guns . #DXHR
1601,100136931568009216,109308508,n,,,,,,How being bullied can damage your confidence HTTPURL
1602,103022149308121088,183457632,y,report,other,n,reporter,none,@USER I said because he was bullied but he was bullied after he started cutting himself of that reason whic I will only say in dm
1605,105290155484659712,299158772,n,,,,,,@USER HAHA ! Cause you so tall and scary ! LATER BULLY ME HOW ? !
1608,106016447364464640,299148105,y,report,other,n,reporter,none,"@USER WTF ? Where got pole name like that one ? No la , you do n't anyhow thing . That day all bully one handicap . Noob"
1612,107751615536181248,351157359,y,report,other,n,reporter,none,@USER is it true when you said you really fancied a kebab you got bullied into sheppards pie ? #walkover @USER
1613,100585881798320128,267324056,n,,,,,,Nuff Bully Vans On Mare Street Strip ! ...
1619,104702500883529728,115449216,y,report,cyberbullying,n,reporter,none,Justin Bieber has been a victim of cyber bullying .
1622,106819879901995008,38315238,n,,,,,,#nw bully beatdown !
1623,104958837458612224,37498415,y,self-disclosure,other,n,victim,anger,@USER your bullying apologize is not going to make me like you . I like my gay friends for who they are . Not because you make me . #fuckglaad
1626,107952364568326144,76626776,y,report,physical,n,reporter,none,Sir Alex Ferguson 's men used to bully Wenger 's physically ; now they bully them with the ball - @USER
1627,104369938017419265,184223814,n,,,,,,@USER ayy no its not bully ! :p
1628,105047549328637953,346126270,y,report,other,n,reporter,none,YO BD IS A BULLY .. LOL
1630,102125204947468288,139244096,n,,,,,,#ebz Oh gather round me bully boys And I 'll zing you a zong Of the windless waveless sunless Ze ... HTTPURL
1631,108213684840579072,331215435,n,,,,,,Bullying Chinese editorial certain to start off relationship with new Japanese PM Noda on wrong foot . HTTPURL
1633,106446404502831104,143271022,y,accusation,other,n,accuser,none,"I have n't done anything bad ! :p @USER , karma will hunt YOU , for been a bully"
1634,107251479236194305,100756094,y,self-disclosure,other,n,bully,none,apparently I 'm a lil bully
1636,101767351455842304,108697092,y,self-disclosure,other,n,victim,none,This is what happens when you bully me ... #karma HTTPURL
1638,105977319037992960,88540062,y,report,other,n,reporter,none,Y @USER going in on Tami bulling Meeka lmaooooo
1643,101015852110983168,48734856,n,,,,,,No to Bullying at GB ! HTTPURL HTTPURL
1644,101393050491822080,30122900,y,report,other,n,reporter,none,"@USER Great Job not backing down to a 50 year old bully ! He came across as vain , small , egomaniacal and thin skinned . Kudos ."
1646,105014949075632128,118761272,y,self-disclosure,other,y,bully,none,@USER I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today ...
1651,108806690861883392,75468503,n,,,,,,"New Jersey Schools to have US toughest anti-bullying laws - 18 pages of requirements , and league tables : HTTPURL #edchat #edlaw"
1654,109118374499467264,240362402,n,,,,,,I 've never seen a bully take someone 's lunch money like in the old movies and television shows !
1655,101329858935791617,207734575,n,,,,,,"#ScaryMovieRulesToLiveBy do n't bully the socially awkward kids , trust me his bullying comes with a few bullet shells ."
1658,105901223093350400,117683801,n,,,,,,"Check out Blood and Lace . "" @USER : Wes Craven named Freddy Krueger after a boy who bullied him in school . #FilmFacts #Horror """
1659,101360245317713920,313799471,n,,,,,,#Bullies When Bullies Attack What does your child do when every HTTPURL
1662,106860947045486593,317624044,n,,,,,,Been watching bully beatdown allday . lol
1664,109014282573844480,209780695,n,,,,,,""" I want to help with bullying because there are girls who cant just up and home-school and focus on their career . "" - Demi ."
1668,101689568583090176,217215448,n,,,,,,Rebecca Black Leaves School After Bullying : ' Friday ' sensation will now be home-schooled by her ... HTTPURL
1669,103435866831204352,54939479,y,self-disclosure,other,n,victim,none,@USER I got picked on in HS . People will bully others for absolutely any reason !
1673,107079253476126720,168811642,n,,,,,,As Real As It Gets : Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty HTTPURL
1682,106425164048236544,254698372,y,self-disclosure,other,n,defender,anger,@USER about u being bullied : WHOS DOING IT ? ? ! ! I WILL KICK THEIR ASSES WITH MY EMO BOOTZ ! >:P ur my gothic sister <3
1684,108070629122654208,194442235,n,,,,,,MTV VMAs : Kevin Hart jokes he was bullied to host sans pay [ Video ] HTTPURL
1691,103288356842119168,135026973,y,report,other,n,reporter,none,Selena Gomez was on barney ? And got bullied about it ? Then cried when she was kicked off ? Then did commercials ? #didntknowthat
1703,108748446487425025,361112309,n,,,,,,ARE YOU IN A BAD JOB SITUATION WITH BULLY C0 - WORKERS ? HTTPURL
1705,104255018806423552,38372916,n,,,,,,Lutherans Vow to Prevent #Bullying HTTPURL via @USER Will @USER stand up too ? HTTPURL
1708,109048565325762561,36306907,n,,,,,,"Cyber bullying almost makes no sense 2 me . If you dont like something press the X button , delete your account , live life . Nothing 2 die from"
1710,102940695135928320,110100936,n,,,,,,"Do n't get bullied , add codes . 13 new codes found ."
1715,106839090783199232,337518446,y,report,other,n,reporter,none,See the girl with alot of makeup ? She wears it because she gets bullied & wants to feel beautiful .
1716,107200820474417152,73958033,y,self-disclosure,other,y,victim,none,@USER @USER u virtual bully making her hit me lol
1718,107667784409939968,26583543,y,accusation,other,n,accuser,none,"@USER Lol let 's not get grand u fall in a plethora of categories 2 many 2 name lol petty , stubborn , bossy & a bully just 2 name a few"
1720,105460326794924032,150829518,y,denial,physical,n,bully,none,@USER first I aint big for no reason . Second I do n't bully no body Third I beat ass cause I know how 2 fight ... HTTPURL
1723,107858058587275264,43928380,y,accusation,other,n,accuser,none,@USER Yeh but you got bullied at school you fucking rent boy .
1726,100354128789778432,294506471,y,accusation,other,n,accuser,none,@USER bully + being my bitch = 37 followers oooooooh ;) <3
1728,103991232862228480,139328271,y,report,other,n,reporter,none,"@USER School is GREAT ( Hawk teachers keepin dat bully away and all ) I could n't ever be mad at you , so other ."
1731,103608635132882944,277334912,n,,,,,,"BEAT DOWN THAT BULLY FROM HIGH SCHOOL , THROW YOUR DRINK ON A PLASTIC GOSSIPING BITCH , EGG THAT ONE EVIL TEACHER'S HOUSE . TAKE IT BACK ! !"
1734,108174322551619585,289610387,n,,,,,,#Rejectedkidsbooks The idiot 's guide to bullying
1735,108674500169695232,46822887,y,self-disclosure,other,n,defender,none,". @USER you are participating in the libel by baselessly claiming @USER is a bully . again , i caution you to watch what you say . #p2"
1737,103813895965257728,20770172,n,,,,,,Cyber bullying cases growing with new technologies - ABC Online HTTPURL #family
1738,101702599799095296,313799471,n,,,,,,#Bullying Subscribe to my free self-defense bully blog Rss Feed HTTPURL
1739,106591741322342400,282302614,y,self-disclosure,other,n,victim,none,@USER i need adivce . i have started 2 let the inner me come out & b / c of this i get bullied & shit . What should i do about the bullying ?
1746,103503544627363840,104748431,n,,,,,,Check this video out - - Hey Fox News - Stop Bullying Kids HTTPURL via @USER
1751,107227016914407425,42470028,n,,,,,,Check this video out - - Pretty Boy Floyd Bully Pitbull HTTPURL via @USER
1754,104039335074078720,325631655,y,denial,other,n,bully,none,@USER lmao you so dumb :') . I 'm no bully !
1755,105068748578357248,68594954,n,,,,,,GLittle just kicked another one into the stands ... Touchdown ... #ImBullcityEvenWhenImInTheLeague ! ! ! Leggo
1756,101312677493743616,27179815,n,,,,,,"#LISTEN Ca $ h Feat . DanMan Tha Bully - "" Throw It Up "" - HTTPURL"
